full_text,class
fue una visita rapida un tramite y sali me atendieron rapido y normal,neutro
por el tie´po de atencion de las ventanillas  avanzaba mas la cola de no clientes que la de clientes estuve mas de  minutos esperando que alguien se dignada pedir que pase a ser atendida y solo llamaban a banca exclusiva yo siendo bex no me forme ne esa cola porque no habia nadie en la cola de clientes pero llegaron detras mio mas clientes bex y pasaron  personas antes que yo y como  personas mas de la fila de no clientes,negativo
q el banco es una reverenda mierda descuenta de mi cuenta de ahorros deuda de mi tarjeta de credito y aun asi me cobra mora,negativo
no por los trabajadores que te atienden sino por las estafas del banco en el cobro de comisiones,negativo
atencion mas rapida en plataforma se demoran mucho,neutro
cada vez quieren cobrar  soles por transaccion mas por comision cuando antes no lo hacian solo cobraban comision,neutro
estimados   me realizaron una evaluacion para un prestamo y no pase  me pagan a mano no en bancos tengo un ingreso de  por esa razon que no tengo movimiento no tienen logica  e presentado mis boletas recibos de agua y luz   yo tengo ingresos de dinero trabajo hace  años en publicad sac,negativo
en realidad fui al cajero a retirar efectivo habia una cola inmensa  me percate que no dan preferencia para personas embarazadas  y el personal que orienta no me dio la facilidad del caso  por lo que opte ir por ventanilla hacer el retiro,negativo
colaboradores no son nada serviciales con respecto a la atencion ante un reclamo,negativo
por que le solicite a la cajera que me engranpe el vaucher y se molesto le solicite sencillo y me dijo no hay nisiquiera consulto a sus compañeros nada mal servicio por parte de su personal,negativo
rapidez en la atencion,neutro
que el mantenimiento de la tarjeta no sea demasiado,neutro
que puedan atender mucho mas rapido y que no te digan que lo hagas por banca por telefono,neutro
decirles mas detalles sobre la optima  atencion que recibo en la agencia de venezuela uds ya conocen mi comentario  a mi de todas las bancas que visito y conozco me quedo con el bcp,neutro
porque fui a cambiar mi tarjeta que habia caducado el  de septiembre y me hicieron esperar demasiado tiempo   la srta de la entrada me dijo que demorarian   por que no habia personal y que en ese momento estaban muy ocupados la verdad  no recuerdo en que   y ademas que no tenian  para poder generar la nueva tarjeta  ademas me dijo ud decida si pasa o no  igual pase dispuesta a esperar pues si no lograba cambiar ese dia mi tarjeta otro dia ya me cobrarian pues eso me dijo la srta cuando dias antes  fui a preguntar sobre la caducidad de mi tarjeta,negativo
xq estaba esperando buen tiempo y q solo habia un solo acesor,negativo
me di con la sorpresa que no coincidian mis datos personales,negativo
muchas ventsnillas poco personal para la atencion mucha cola,negativo
demasiada larga la cola de atencion en plataforma y la falta de informacion de la persona que me atendio que al tener tantas campañas de prestamos me salio que no califico aun prestamo pequeño,negativo
porque casi cuando voy  no siempre hay cajeros la ultima vez que fui solo habia uno para  colas  no clientes  clientes  banca exclusiva y preferencial y tambien los cajeros no haces respetar las colas ir ejemplo en banca exclusiva de colocan personas que no tienen esa solo porque son conocidos en preferencial igual hay gente que debe hacer su como pero se meten ahi y el cajero no hace respetar eso,negativo
bueno solo fui a ventanilla hacer un pago y fue rapido creo q para sentirme totalmente satisfecho seria una respuesta sobre un reclamo o algun asesoramiento de como manejar mis cuentas,neutro
por el proceso lento del tramite de transferencia interbancaria,negativo
que me atienda preferencial ya que soy una persona minusvalida me hubiera gustado qur viendome ahi con dificultades una de las personas de plataforma me llame independientemente del ticket y brindarme atencion rapida,neutro
mayor rapidez en la atencion   que depende de la cantidad de ventanillas disponibles para los usuarios,neutro
la atencion deberia ser mas agil,neutro
menor tiempo de espera en las colas de atencion,neutro
que el tiempo de espera sea menor ya que solo habian dos personas atendiendo en plataforma,neutro
por que el dia que saque mi tarjeta la clave me salia incorrecta y solo fue a minutos de cambiarla,negativo
los intereses me parece que son muy altos,neutro
la poca informacion y falta de pro actividad del personal q me antendio al momento de formular mis dudas  la falta de sistema para realizar mis operaciones de deposito y transferencia de dinero el dia sabado ya q me hizo perder el tiempo casi por nada,negativo
para depositar un cheque a mi nombre tuve que hacer una cola de min al llegar me dicen que tengo que llenar un formato especial que vaya a buscarlo el señor encargado de eso estaba que se iba a la bodega tuve que perseguirlo luego tuve que descubrir como llenarlo para finalmente colarme en la ventanilla por que no habia cuando me llame el joven que atendia  la ultima vez que deposite un cheque similar lo hice en el gnb y fue tan simple como depositar efectivo,negativo
hay tres colas clientes  no clientes y bex es increible el maltrato hacia los clientes que no son bex hacen espera llega un bex practicamente me empujo para pasar primero en esta oportunidad el cajero me dio prioridad pero considero estas filas discriminatorias,negativo
atencion mas rapida,neutro
mayor rapidez en la atencion ya que demore mas de  minutos para ser atendido,neutro
demora en la atencion  estaba con mi bebe incomoda y las srtas de plataforma no jalaban rapido los tickets de atencion,neutro
que tengan mas sencillo para cambiar  necesitaba con urgencia ,neutro
atencion clara y precisa cuando lo pido,neutro
solicite el  monto total a pagar para poder cancelar mi tarjeta de credito me dieron un monto y lo cancele llame mas tarde para cancelar  mi tarjeta  y me dijieron que aun hay un pendiente en soles yo no se si se debe de pedir esa informacion solo por telefono para tener una informacion correcta solo deben de indicarlo ahora hoy llamo y  me dicen que hay otra cuenta pendiente el punto es que quiero cancelar la tarjeta y siempre hay un pendiente,negativo
el servicio y la atencion deberian ser mas exigentes para preparar a los funcionarios,neutro
xq yo estaba formando la cola de clientes y hacian pasar a personas q no eran cliente y no me parece xq se supone q deben dar preferencia a los clientes,negativo
porque debe ser mas rapido  la solicitud como lo de la tarjeta yo prestamo que queria adquirir tengo q espera un mes mucho tiempo,neutro
en plataforma demoran demasiado en atender a los clientes y no clientes atiende el mismo personal teniendo banca preferencial sin atender deberian derivar a sus clientes en estas personas no desperdicien sueldos con personal sin produccir satisfaccion a,neutro
atencion mas rapida,neutro
es qe nunca he ido a esa agencia fue algo circunstancial,neutro
menos tiempo,neutro
mas informacion,neutro
atencion mas rapida,neutro
lentejas,negativo
soy adulto mayor y a veces no hay nadie atendiendo en el primer piso y tengo que subir al segundo piso,neutro
sin comentarios mejor,negativo
demoran mucho en atender las ventanillas y algunas se encontraban cerradas a pesar de la cantidad de gente en la cola,negativo
demora en la atencion de plataforma pocos agentes para la atencion el tipo que se para en la puerta para la atencion es poco amable y cortante es uno de los tipos que ayudan a los clientes me parece si no le dije nada fue por educacion ,negativo
realice la operacion que tenia que realizar pero cuando iba a ubicarme en la cola de clientes habia una señorita que me pregunto que operacion iba a realizar y se me puso adelante lo cual me fastidio a la cual le respondi friamente y me dirigi a la col,neutro
tiempo de espera,neutro
mayor rapidez en la atencion,neutro
me llega al pincho tu banco,negativo
permitir el uso de celulares durante la espera asi tambien proveer asientos por el tiempo de espera,neutro
habia una gran cola afuera de la agencia se entienden x lo a quincena  los de banca exclusiva tbn hizo la cola larga,negativo
atencion rapida en plataforma,neutro
la espera es muy larga,negativo
la verdad no me atienden rapido,negativo
una solucion inmediata a mi problema me ayudaron a ingresar un reclamo que sera contestado aun en mas de una semana por eso me siento satisfecha sin embargo aun no se si es que se solucionara o no mi problema inicial pues aun no me llego la respuest,neutro
quisiera ser cliente vip pero como cliente he sido bien atendidagracias,neutro
bueno  satisfecha porque me atendieron en un tiempo prudente pero como soy gestante hice mi cola en la ventanilla de preferencial estando esta cerrada porque la cajera estuvo cuadrando su caja asi que preferi hacer mi cola como cliente esa circunstan,neutro
debe mejorar el tiempo de espera,neutro
porque la en cargada de plataforma que me toco ya noe queria atender alegando que yano habia sistema y se demoraba mucho pero como le insistisi me atendio y no demoro casi nadapero clml eran ya las  seguro ta se queria ir,negativo
todo bien con la rapidez de atencion ese dia pero solo se debio porque me acerque a la agencia bcp en hora muerta la persona que me atendio al parecer escucho mal mi requerimiento y cuando luego de un rato le aclare mi solicitud me respondio con un  hubieras empezado diciendo eso  me genero malestar al final la atencion cumplio su objetivo su papel nada mas,negativo
como cliente de la banca exclusiva tuve que hacer cola y esperar la atencion no habia preferencia para la banca exclusiva,negativo
mayor rapidez en la atencion,neutro
el cobro del toke nose realizo al momento cosa que me parecio extraño despues de dias paso a reducir mi cuenta de ahorros,negativo
